symbol,name,sector,market
4325,Masar Al Jazira Real Estate Development Co.,realestate,main
4326,Almajdiah Real Estate Co.,realestate,main
4327,Al Ramz Real Estate Co.,realestate,main
4328,Ladun Investment Co.,realestate,main
4330,Riyad REIT Fund,realestate,main
4331,Aljazira REIT Fund,realestate,main
4332,Jadwa REIT Al Haramain Fund,realestate,main
4333,Taleem REIT Fund,realestate,main
4334,Al Maather REIT Fund,realestate,main
4335,Musharaka REIT Fund,realestate,main
4336,Mulkia Gulf REIT Fund,realestate,main
4337,Al Aziziah REIT Fund,realestate,main
4338,SNB Capital Diversified REIT Fund (Alahli REIT 1),realestate,main
4339,Derayah REIT Fund,realestate,main
4340,Al Rajhi REIT Fund,realestate,main
4342,Jadwa REIT Saudi Fund,realestate,main
4344,Sedco Capital REIT Fund,realestate,main
4345,Alinma Retail REIT Fund,realestate,main
4346,MEFIC REIT Fund,realestate,main
4347,Bonyan REIT Fund,realestate,main
4348,Alkhabeer REIT Fund,realestate,main
4349,Alinma Hospitality REIT Fund,realestate,main
4350,Alistithmar REIT Fund (AREIC Diversified REIT),realestate,main
7200,Middle East Internet Services Co. (MIS),tech,main
7201,Arab Sea Information Systems Co.,tech,main
7202,Al Moammar Information Systems Co. (Solutions),tech,main
7203,Elm Co.,tech,main
7204,2P Perfect Presentation for Commercial Services Co.,tech,main
7205,Al-Dawaa Business Solutions Co. (DBS),tech,main
7211,Saudi Azm for Communication and Information Technology Co.,tech,main
4165,Almajed for Oud Co.,consumer_stap,main
